7608,19888,17976,20798,18858,17528
16242,
11536,
9282,
14136,
11638,20798,17762,20036,19888,17976
5000,
14568,
202,18256,10194,19579,12993,14919
20036,
20230,
7654,
7630,17094,10335,16882,18566,20540
5144,
9464,
19614,
9516,20798,17528,17762,19888,12188
750,13504,11118,9516,19579,10315
18392,19579,19614,19467
13736,
11550,
15784,
2182,
14890,
15416,
18576,
3632,20798,20036,19888,20208,19579
1236,20798,20036,19888,20208,19579
16438,
386,19467,19888,20036,19579,20677
13728,19888,17976,20798,18858,17528
14078,20702,16629
4098,
4148,
17680,20702,20031
10978,
17070,
8980,
2258,
10470,
8856,19467,19888,20036,20677,17976
18548,
570,16868,8856
1694,19467,19888,20036,19579,20677
15098,
16714,
2040,19467,19888,20036,19579,20677
12246,
100,
3496,8058,14441,16882,6076,18566
5910,
658,16242,15612,20702,20031,12001
354,16242,15612,20702,20031,12001
16882,
84,20574,17717,17094,10335,17604
7912,18256,10194,20702,20031
15612,
2150,
15386,
17962,
19190,
16908,
6510,17717,17094,10335,17604,16882
9276,20798,20036,19888,20208,19579
13656,
4014,16882,16218,18566,20540,14270
17446,
10892,19888,17976,20798,18858,17528
12356,20798,18858,17528,17762,20036
3280,19467,19888,20036,19579,20677
18924,
14262,
742,
11472,
4906,
7526,20702,20031
19894,
8168,
20208,
15814,
10320,19579,19467
3538,
5678,20702,11694,16318,19579
15000,
11972,19579,16629
11492,20574,17717
7372,
4154,
8086,
4610,
13154,19894,20540,19579
1958,
1016,
766,19894,13990,20540,19579,14065
15002,
16626,20702,20480,20031
2978,
4158,
18480,
20218,
20574,
8218,19467,20036,19888,19579,20677
15610,20031,20702,16629
10476,
1468,13990,11716,20540,15638,19579
2132,
720,19467,19888,20036,19579,20677
11716,
8594,
4414,20702,17420,20031,12779,6393
1988,17717,17094,10335,17604,16882
2194,20798,18858,17528,17762,20036
17094,
20540,
20480,
86,
16318,
1206,
6166,20702,20031
3906,10335,17717,9445,12317,17604
4684,19579,16629
12584,19888,17976,20798,18858,17528
4594,
15936,
6076,17717,17094,17604,16882,18566
8624,19888,17976,16797,20798,18858
18566,
9812,
18630,20574,20702,20031
2408,19579,16882,14568,20540,6510
3928,
11086,
15640,
464,20574,17717,17094,9445,12317
9484,
5058,
10034,
9472,
13990,
12904,19467,19888,20036,19579,20677
11118,19888,19467,17762,17976,16797
14270,19467,19888,20036,19579,20677
17604,
15696,
3152,
12188,19888,17976,20798,18858,17528
20798,
19888,
17528,20798,20036,19888,20208,19579
17420,
13504,19888,17976,16797,20798,18858
7510,
336,17717,17094,9445,12317,10335
15336,20798,20036,20208,19579,20677
15638,
7920,19579,17962,15098,8916,10097
9962,
1466,15612,20702,20031
12882,19888,17976,20798,18858,17528
11680,20702,20031
12520,20031,20702,16629
7590,19467,19888,20036,19579,20677
12550,19579,19614,19467
12182,
14760,19888,17976,20798,18858,17528
18858,
11248,
15332,
10194,
13416,
20702,
14274,19888,17976,20798,18858,17528
17762,20798,20036,19888,20208,19579
8428,
17976,
4046,
4690,
4294,
1458,
8724,
1724,19894,20540,18630,13990,11716
3002,
9370,
12162,
11694,
8046,19888,17976,20798,18858,17528
8916,
102,19888,17976,20798,18858,17528
18256,
16868,
16218,
972,19888,17976,20798,18858,17528
12376,19888,17976,20798,18858,17528
5830,19579,16629
6020,19467,20036,19888,19579,20677
8058,17717,16882,16218,18566,17094
6890,
20298,
8056,19467,19888,20036,19579,20677
3734,19894,18630,11716,15638,19137
20462,
12712,20702,20031
11857,
12317,
19465,
13727,
12579,
14299,20798,18858,17528,17762,20036
13681,19888,17976,20798,17528,15336
1755,20031,16629,16626,14078,14319
14441,20702,20031
1481,
18511,
17119,
11921,19467,20036,19888,19579,20677
6369,
3137,20574,17717
16991,
6551,
11827,
4047,
12221,20031,20702,16629
45,15333,19888,15336,18858,19579
19507,
17173,
17717,
9445,17717
1551,19579,16626,16629,20480,14078
9537,
12353,20798,20036,19888,20208,19579
899,
9577,19888,17976,20798,18858,17528
4621,20702,20480
5587,
681,
2651,20702,20031
12779,
5835,20574
12785,
2619,20702,20031
4927,
11087,20798,17762,20036,19888,17976
16213,
10335,
4179,
17069,
11971,
6083,
1027,20798,17528,19614,17762,20702
19467,20702,20031
8733,15336,19888,17976,18858,17979
2585,
9689,
17979,
1329,19579,17962,16868,15098,8916
2371,20574,17717,17094,9445,8867
20031,
8419,
5337,20540,19579
