45,750,830.8481736034691
102,15333,42.61530819355329
336,2408,38.71934909926874
336,16218,2736.437556290761
336,20574,2760.6587334246983
354,1466,12.716514712121189
354,10703,14.994363841514295
499,4835,42.632535566102455
519,1027,133.87392538777976
570,7920,184.70908495268813
709,15333,42.61530819355329
709,19467,44.68447170427813
750,11683,13.873871237188748
750,15333,1277.1270825766944
750,15336,102.78685591793081
972,19467,202.57536617646082
1027,2194,83.72926498360842
1027,3679,66.43907412040888
1027,5399,133.87392538777976
1027,6020,133.87392538777976
1027,9577,133.87392538777976
1027,10135,60.92158024420907
1027,10315,118.40360354184581
1027,11118,66.43907412040888
1027,11683,527.090722357684
1027,13477,133.87392538777976
1027,13504,3614.9536524232544
1027,15333,24340.086811856225
1027,15336,5213.764387134974
1027,18731,27.38139488396482
1027,18795,133.87392538777976
1027,18858,133.87392538777976
1027,19579,28.954341383593725
1466,16242,342.22006333990726
1466,19579,701.2144404314283
1468,4835,821.1906314849914
1468,10295,262.03523521504854
1468,18630,975.2967293072129
1468,19894,2490.9183551644524
1551,4414,183.27344648816933
1724,4835,173.51096640426957
1724,5337,111.93708818389058
1755,4621,38.294433838572225
1988,8867,945.1162758646382
1988,20574,83.7258308153898
2194,15333,145.70136377810312
2194,15336,1734.2884089636475
2317,6166,709.0802311545609
2319,18630,1161.5898476179473
2371,2408,237.28015130386135
2408,8058,739.648322604859
2408,8867,27718.908646405405
2408,11492,58.57385786809108
2408,12317,3851.0187722527244
2408,14441,1277.7871870028757
2408,17717,2422.156998401447
2408,18566,237.28015130386135
2408,20574,51449.90638595417
2459,8856,20.813891533288405
2557,4014,50.5151614858449
2557,12317,100.25567703189274
2557,17717,270.5059640526816
2619,19579,50.506416278921826
2791,10703,73.57176743802904
3053,15333,42.61530819355329
3137,17604,994.4585230258439
3496,6279,9000.951193504588
3496,7630,60.648036410832724
3496,8867,496.6962114301985
3496,12317,26.17749585211834
3496,16218,399.6544271351752
3496,17094,105.84766004034138
3496,19507,800.301998208299
3496,20218,800.301998208299
3734,5337,21.596637303637536
3906,6510,1215.726960864797
3906,7630,839.4283745365994
3906,14568,2432.4444673148464
3906,20574,5514.7639318852
4003,10097,3726.201081106069
4003,14919,1835.017745230157
4014,6076,460.6004900098931
4014,6279,687.1979752817382
4014,9445,9279.086006321271
4014,10335,282.300059151078
4014,14441,336.98149753536563
4014,17094,336.98149753536563
4014,17604,460.6004900098931
4014,17717,1255.0731505353126
4014,20574,35900.159655560055
4414,4621,14565.47446409921
4414,7526,91.138428544974
4414,8869,15.766331849701253
4414,11680,17.440181980506388
4414,11799,29.71960530571582
4414,12221,94.5813252094753
4414,14078,1402.6794283794154
4414,14319,524.1866146451574
4414,19579,1139.6054627665842
4461,15333,127.84689760324963
4461,19467,134.05443538001592
4621,6393,39.6318669510356
4621,8869,589.3774145234888
4621,12520,691.3382357911855
4621,12629,3050.4565687133854
4621,12779,80.25724457428989
4621,16629,4981.8945410315655
4621,17420,80.25724457428989
4684,16626,452.32772138206906
4835,5337,417.9922221411759
4835,13990,173.51096640426957
4835,14065,86.25724624952352
4835,20540,86.25724624952352
5337,11716,27.241250665698143
5379,6279,2461.031705167679
5379,8867,629.0836759445399
5379,12317,1667.6511226021246
5399,15333,42.61530819355329
5399,19467,44.68447170427813
5678,12246,187.81223531012557
5678,16623,182.26088359178397
5751,6166,160.39911974466085
5835,17717,1492.2273603466663
6020,15336,107.83941702084604
6076,8867,37.314624988297425
6076,9445,6782.629508552786
6166,11694,32.660748540193765
6166,16318,186.31780977866046
6166,16623,1216.82408757174
6219,19579,13.015129478830456
6279,9445,1861.8062270515734
6279,12317,14708.475103092562
6279,17604,148.33955345189952
6293,16623,851.0762892531288
6293,20702,15.063820386564236
6509,7920,414.85676124402056
6510,8867,209.6913667315548
7423,9445,2985.4431999389285
